"Município","Pedestre","Ciclista","Motociclista","triciclo","automóvel","caminhonete","transp_pesado","ônibus","Outros","Total"
"150110 Bagre",0,0,1,0,0,0,0,0,0,1
"150120 Baião",0,0,0,0,0,0,0,0,1,1
"150130 Barcarena",0,0,1,0,0,0,0,0,18,19
"150140 Belém",41,1,17,0,12,0,0,1,27,99
"150145 Belterra",0,0,3,0,0,0,0,0,0,3
"150150 Benevides",1,0,0,0,1,0,0,0,2,4
"150157 Bom Jesus do Tocantins",0,0,0,0,1,0,0,0,1,2
"150160 Bonito",0,0,0,0,0,0,0,0,1,1
"150170 Bragança",1,0,1,0,0,0,0,0,6,8
"150172 Brasil Novo",0,0,6,0,0,0,0,0,0,6
"150175 Brejo Grande do Araguaia",0,0,1,0,0,0,0,0,1,2
"150178 Breu Branco",0,0,0,0,0,0,0,0,9,9
"150200 Cachoeira do Arari",0,0,2,0,0,0,0,0,0,2
"150195 Cachoeira do Piriá",0,1,0,0,0,0,1,0,3,5
"150210 Cametá",2,0,8,0,0,0,0,0,0,10
"150215 Canaã dos Carajás",1,0,5,0,1,0,0,0,1,8
"150220 Capanema",4,1,3,0,0,0,0,0,4,12
"150230 Capitão Poço",0,0,0,0,0,0,0,0,7,7
"150240 Castanhal",5,3,13,0,2,0,0,0,12,35
"150260 Colares",0,0,0,0,0,0,0,0,2,2
"150270 Conceição do Araguaia",1,0,2,0,0,0,0,0,1,4
"150275 Concórdia do Pará",0,0,4,0,0,0,0,1,2,7
"150277 Curionópolis",1,0,3,0,0,0,0,0,1,5
"150290 Curuçá",1,1,1,0,0,0,0,0,0,3
"150293 Dom Eliseu",1,2,1,0,1,0,0,0,2,7
"150295 Eldorado do Carajás",1,0,5,0,1,1,0,0,0,8
"150304 Floresta do Araguaia",0,0,6,0,0,0,0,0,0,6
"150307 Garrafão do Norte",1,0,0,0,0,0,0,0,4,5
"150309 Goianésia do Pará",0,0,1,0,0,0,0,0,11,12
"150320 Igarapé0Açu",2,0,0,0,0,0,0,0,3,5
"150330 Igarapé0Miri",0,1,0,0,0,0,0,0,0,1
"150340 Inhangapi",0,0,1,0,0,0,0,0,3,4
"150345 Ipixuna do Pará",2,1,2,0,0,0,0,0,6,11
"150350 Irituia",1,0,2,0,0,0,0,0,6,9
"150360 Itaituba",3,0,20,0,2,2,1,0,2,30
"150370 Itupiranga",1,0,3,0,4,0,0,0,0,8
"150375 Jacareacanga",0,0,1,0,0,0,1,0,0,2
"150380 Jacundá",0,1,3,0,0,0,1,0,0,5
"150390 Juruti",0,0,2,0,0,0,0,0,1,3
"150405 Mãe do Rio",0,0,0,0,0,0,1,0,6,7
"150410 Magalhães Barata",0,0,1,0,0,0,0,0,1,2
"150420 Marabá",10,1,31,0,28,5,0,0,42,117
"150440 Marapanim",1,0,2,0,0,0,0,0,1,4
"150442 Marituba",5,0,0,0,0,0,0,0,0,5
"150445 Medicilândia",0,0,0,0,1,0,0,0,0,1
"150460 Mocajuba",0,0,2,0,0,0,0,0,0,2
"150470 Moju",0,0,0,0,0,0,0,0,7,7
"150475 Mojuí dos Campos",0,0,1,0,0,0,0,0,0,1
"150480 Monte Alegre",1,0,6,0,0,0,1,0,2,10
"150490 Muaná",0,0,0,0,0,1,0,0,0,1
"150495 Nova Esperança do Piriá",1,0,1,0,0,0,0,0,1,3
"150497 Nova Ipixuna",0,0,2,0,0,0,0,0,1,3
"150500 Nova Timboteua",0,0,1,0,0,0,0,0,4,5
"150503 Novo Progresso",1,1,6,1,4,1,2,0,2,18
"150506 Novo Repartimento",0,1,2,0,2,0,0,0,6,11
"150510 Óbidos",0,0,4,0,0,0,0,0,0,4
"150530 Oriximiná",2,0,1,0,1,1,0,0,0,5
"150540 Ourém",1,0,0,0,0,0,0,0,1,2
"150543 Ourilândia do Norte",0,1,8,0,0,0,0,0,0,9
"150548 Pacajá",0,1,2,0,0,0,0,0,3,6
"150550 Paragominas",4,1,4,0,1,0,0,0,9,19
"150553 Parauapebas",2,1,17,0,3,3,0,0,2,28
"150555 Pau D'Arco",0,0,1,0,0,0,0,0,0,1
"150560 Peixe0Boi",0,0,0,0,1,0,0,0,0,1
"150563 Piçarra",0,0,0,0,1,0,0,0,1,2
"150565 Placas",0,0,3,0,1,0,0,0,2,6
"150580 Portel",0,0,1,0,0,0,0,0,0,1
"150600 Prainha",0,0,5,0,0,0,1,0,0,6
"150610 Primavera",1,0,1,0,0,0,0,0,0,2
"150611 Quatipuru",0,0,2,0,0,0,0,0,1,3
"150613 Redenção",3,2,15,0,0,0,1,0,39,60
"150616 Rio Maria",0,0,1,0,0,0,0,0,1,2
"150618 Rondon do Pará",1,0,5,0,0,0,0,0,3,9
"150619 Rurópolis",0,1,5,0,0,0,0,0,2,8
"150620 Salinópolis",0,0,3,0,0,0,0,0,4,7
"150630 Salvaterra",0,0,2,0,0,0,0,0,0,2
"150635 Santa Bárbara do Pará",1,0,0,0,1,0,0,0,1,3
"150640 Santa Cruz do Arari",1,0,0,0,0,0,0,0,0,1
"150650 Santa Izabel do Pará",2,0,3,0,3,0,0,0,8,16
"150658 Santa Maria das Barreiras",0,0,1,0,0,0,0,0,0,1
"150660 Santa Maria do Pará",0,0,1,0,0,0,1,0,2,4
"150670 Santana do Araguaia",0,0,11,0,0,3,0,0,0,14
"150680 Santarém",14,0,59,0,4,0,3,0,3,83
"150690 Santarém Novo",0,0,2,0,0,0,0,0,1,3
"150700 Santo Antônio do Tauá",0,0,0,0,0,0,0,0,2,2
"150710 São Caetano de Odivelas",0,0,3,0,0,0,0,0,2,5
"150715 São Domingos do Araguaia",0,1,2,0,3,0,0,0,1,7
"150720 São Domingos do Capim",0,0,0,0,0,0,0,0,1,1
"150730 São Félix do Xingu",0,0,14,0,1,0,0,0,0,15
"150740 São Francisco do Pará",0,0,0,0,0,0,0,0,5,5
"150745 São Geraldo do Araguaia",0,0,3,0,0,0,0,0,3,6
"150746 São João da Ponta",0,0,0,0,0,0,0,0,1,1
"150747 São João de Pirabas",0,0,0,0,0,0,0,0,2,2
"150750 São João do Araguaia",0,0,1,0,1,0,0,0,3,5
"150760 São Miguel do Guamá",0,0,3,0,0,0,0,0,4,7
"150775 Sapucaia",0,0,1,0,0,0,0,0,0,1
"150780 Senador José Porfírio",0,0,2,0,0,0,0,0,1,3
"150790 Soure",1,0,1,0,0,0,0,0,0,2
"150795 Tailândia",1,0,4,0,0,0,0,0,9,14
"150796 Terra Alta",0,0,0,0,0,0,0,0,1,1
"150797 Terra Santa",0,0,1,0,0,0,0,0,2,3
"150800 Tomé0Açu",1,1,0,0,1,0,0,0,8,11
"150803 Tracuateua",0,0,0,0,1,0,0,0,3,4
"150805 Trairão",0,0,7,0,0,1,1,0,2,11
"150808 Tucumã",0,0,12,0,0,0,0,0,1,13
"150810 Tucuruí",0,0,7,0,0,0,0,0,30,37
"150812 Ulianópolis",0,0,5,0,3,0,0,0,5,13
"150815 Uruará",0,0,4,0,1,0,0,0,4,9
"150820 Vigia",1,0,2,0,0,0,0,0,1,4
"150830 Viseu",0,0,1,0,0,0,0,0,1,2
"150835 Vitória do Xingu",1,0,1,0,0,0,0,0,0,2
"150840 Xinguara",1,1,5,0,1,0,0,0,0,8
"160020 Calçoene",0,0,2,0,0,0,0,0,0,2
"160021 Cutias",1,0,0,0,0,0,0,0,0,1
"160027 Laranjal do Jari",0,0,2,0,0,0,0,0,1,3
"160030 Macapá",10,8,12,1,11,1,0,0,19,62
"160050 Oiapoque",3,1,0,0,0,0,0,0,0,4
"160053 Porto Grande",0,0,0,0,0,2,0,0,0,2
"160055 Pracuúba",0,0,1,0,0,0,0,0,0,1
"160060 Santana",1,1,4,0,0,0,0,0,2,8
"160070 Tartarugalzinho",0,0,0,0,0,0,0,0,1,1
"170035 Aliança do Tocantins",1,0,2,0,1,0,0,0,1,5
"170070 Alvorada",0,0,1,0,2,0,0,0,3,6
"170110 Aparecida do Rio Negro",0,0,0,0,3,0,0,0,0,3
"170130 Aragominas",0,0,1,0,0,0,0,0,0,1
"170190 Araguacema",0,0,1,0,0,0,0,0,0,1
"170200 Araguaçu",0,0,2,0,0,0,0,0,0,2
"170210 Araguaína",10,2,55,0,6,0,2,0,12,87
"170215 Araguanã",0,0,2,0,1,0,0,0,0,3
"170230 Arapoema",1,0,2,0,0,0,0,0,0,3
"170240 Arraias",0,0,1,0,1,0,0,0,0,2
"170255 Augustinópolis",0,0,1,0,0,0,0,0,6,7
"170270 Aurora do Tocantins",0,0,1,0,0,1,0,0,0,2
"170290 Axixá do Tocantins",1,0,1,0,0,0,1,0,1,4
"170300 Babaçulândia",0,0,2,0,2,0,0,0,1,5
"170305 Bandeirantes do Tocantins",0,0,0,0,0,0,0,0,1,1
"170310 Barrolândia",0,0,0,0,0,0,0,0,1,1
"170320 Bernardo Sayão",0,0,2,0,0,0,0,0,0,2
"170360 Brasilândia do Tocantins",1,0,1,0,0,0,0,0,0,2
"170370 Brejinho de Nazaré",0,0,1,0,0,0,0,0,0,1
"170382 Cachoeirinha",0,0,1,0,1,0,0,0,0,2
"170384 Campos Lindos",0,0,1,0,0,0,0,0,0,1
"170386 Cariri do Tocantins",0,0,3,0,3,0,0,0,0,6
"170390 Caseara",0,0,0,0,1,0,0,0,0,1
"170410 Centenário",0,0,1,0,1,0,0,0,0,2
"170510 Chapada da Natividade",0,0,1,0,0,0,0,0,0,1
"170550 Colinas do Tocantins",0,1,2,0,0,0,0,0,9,12
"170555 Combinado",1,0,0,0,0,0,0,0,0,1
"170610 Cristalândia",0,0,0,0,0,0,0,0,3,3
"170650 Darcinópolis",0,0,1,0,0,0,1,0,0,2
"170700 Dianópolis",0,0,1,0,3,0,0,0,1,5
"170710 Divinópolis do Tocantins",0,0,0,0,0,0,0,0,2,2
"170730 Dueré",1,0,1,0,0,0,0,0,0,2
"170740 Esperantina",0,0,1,0,0,0,0,0,2,3
"170765 Figueirópolis",1,0,0,0,2,0,0,0,0,3
"170770 Filadélfia",0,0,1,0,1,0,0,0,0,2
"170820 Formoso do Araguaia",0,0,4,0,0,0,1,0,0,5
"170930 Guaraí",0,1,4,0,1,0,0,0,2,8
"170950 Gurupi",0,4,12,0,3,1,1,0,1,22
"170980 Ipueiras",0,0,1,0,1,0,0,0,0,2
"171090 Itapiratins",0,0,0,0,1,0,0,0,0,1
"171150 Jaú do Tocantins",0,0,0,0,1,0,0,0,0,1
"171190 Lagoa da Confusão",0,0,0,0,1,0,0,0,1,2
"171195 Lagoa do Tocantins",0,0,0,0,1,0,0,0,0,1
"171200 Lajeado",0,1,0,0,0,0,0,0,0,1
"171245 Luzinópolis",0,0,0,0,0,0,0,0,1,1
"171250 Marianópolis do Tocantins",0,0,1,0,0,0,0,0,0,1
"171270 Mateiros",0,0,0,0,1,0,0,0,0,1
"171320 Miracema do Tocantins",0,0,4,0,1,0,0,0,0,5
"171330 Miranorte",0,0,2,0,0,0,0,0,2,4
"171370 Monte Santo do Tocantins",0,0,0,0,0,0,0,0,1,1
"171395 Muricilândia",1,0,0,0,0,0,0,0,0,1
"171420 Natividade",0,1,1,0,0,1,0,0,0,3
"171430 Nazaré",0,0,0,0,0,0,0,0,1,1
"171488 Nova Olinda",0,0,2,0,0,0,0,0,2,4
"171500 Nova Rosalândia",0,0,2,0,0,0,0,0,0,2
"171510 Novo Acordo",0,0,1,0,0,0,0,0,0,1
"171515 Novo Alegre",0,0,1,0,0,0,0,0,0,1
"171525 Novo Jardim",0,0,0,0,0,0,4,0,0,4
"172100 Palmas",8,6,64,0,14,1,6,0,10,109
"171380 Palmeiras do Tocantins",0,0,1,0,0,0,0,0,2,3
"171575 Palmeirópolis",0,0,0,0,1,0,0,0,0,1
"171610 Paraíso do Tocantins",2,1,5,0,2,0,0,0,12,22
"171620 Paranã",1,0,1,0,0,0,0,0,0,2
"171650 Pedro Afonso",0,0,2,0,2,0,0,0,0,4
"171660 Peixe",0,0,0,0,1,1,0,0,0,2
"171665 Pequizeiro",0,0,1,0,0,0,0,0,0,1
"171700 Pindorama do Tocantins",0,0,0,0,1,0,0,0,0,1
"171750 Pium",0,0,1,0,0,0,0,0,0,1
"171790 Ponte Alta do Tocantins",0,0,3,0,0,0,0,0,0,3
"171800 Porto Alegre do Tocantins",0,0,0,0,1,0,0,0,0,1
"171820 Porto Nacional",1,0,7,0,6,3,0,0,1,18
"171830 Praia Norte",0,1,0,0,1,0,0,0,0,2
"171840 Presidente Kennedy",0,0,0,0,0,0,0,0,1,1
"171845 Pugmil",0,0,1,0,0,0,0,0,3,4
"171870 Rio dos Bois",0,0,0,0,0,0,0,0,1,1
"171875 Rio Sono",0,0,1,0,0,0,0,0,0,1
"171880 Sampaio",0,0,1,0,0,0,0,0,0,1
"171884 Sandolândia",0,0,0,0,2,0,0,0,0,2
"171886 Santa Fé do Araguaia",1,0,1,0,0,0,0,0,0,2
"171889 Santa Rita do Tocantins",0,0,1,0,0,0,0,0,0,1
"171890 Santa Rosa do Tocantins",0,0,2,0,2,0,0,0,0,4
"172000 Santa Terezinha do Tocantins",0,0,0,0,1,0,0,0,0,1
"172010 São Bento do Tocantins",0,0,0,0,0,0,0,0,1,1
"172030 São Sebastião do Tocantins",0,0,0,0,0,0,0,0,1,1
"172049 São Valério",1,0,1,0,0,0,0,0,0,2
"172065 Silvanópolis",0,0,0,0,1,0,0,0,0,1
"172080 Sítio Novo do Tocantins",0,0,2,0,0,0,0,0,0,2
"172085 Sucupira",0,0,0,0,1,0,0,0,0,1
"172090 Taguatinga",0,0,0,0,1,0,0,0,0,1
"172110 Tocantínia",0,0,0,0,0,0,0,0,1,1
"172120 Tocantinópolis",1,1,3,0,0,0,0,0,1,6
"172125 Tupirama",0,0,1,0,0,0,0,0,0,1
"172208 Wanderlândia",2,0,1,0,2,0,0,0,0,5
"172210 Xambioá",0,0,2,0,0,0,0,0,1,3
"210005 Açailândia",7,0,7,0,0,0,1,0,4,19
"210020 Alcântara",0,0,2,0,0,0,0,0,2,4
"210040 Altamira do Maranhão",0,0,1,0,0,0,0,0,0,1
"210043 Alto Alegre do Maranhão",1,0,2,0,0,0,0,0,1,4
"210047 Alto Alegre do Pindaré",1,0,2,0,1,0,0,0,0,4
"210050 Alto Parnaíba",0,0,3,0,0,0,0,0,0,3
"210055 Amapá do Maranhão",0,0,1,0,0,0,0,0,1,2
"210060 Amarante do Maranhão",1,0,5,0,0,0,0,0,1,7
"210070 Anajatuba",0,0,0,0,0,0,0,0,1,1
"210080 Anapurus",0,1,3,0,0,0,0,0,0,4
"210090 Araioses",0,0,4,0,0,0,0,0,2,6
"210095 Arame",1,0,1,0,0,0,0,0,2,4
"210100 Arari",0,0,2,0,1,0,0,0,1,4
"210110 Axixá",0,0,0,0,0,0,0,0,1,1
"210120 Bacabal",2,0,14,0,2,0,0,0,15,33
"210130 Bacuri",0,0,0,0,1,0,0,0,0,1
"210135 Bacurituba",0,0,1,0,0,0,0,0,0,1
"210140 Balsas",3,1,24,0,2,0,0,1,6,37
"210150 Barão de Grajaú",0,0,4,0,0,0,0,0,0,4
"210160 Barra do Corda",5,1,13,0,1,0,0,0,0,20
"210170 Barreirinhas",0,1,2,0,0,1,0,0,0,4
"210177 Bela Vista do Maranhão",0,0,1,0,0,0,0,0,0,1
"210180 Benedito Leite",0,0,1,0,0,0,0,0,0,1
"210190 Bequimão",0,0,1,0,0,0,0,0,1,2
"210200 Bom Jardim",3,0,1,0,0,0,0,0,0,4
"210203 Bom Jesus das Selvas",5,0,4,0,1,0,0,0,0,10
"210210 Brejo",0,0,2,0,0,0,0,0,0,2
"210220 Buriti",0,0,3,0,0,0,1,0,0,4
"210230 Buriti Bravo",2,0,8,0,0,0,0,0,0,10
"210232 Buriticupu",4,0,12,0,5,0,2,0,0,23
"210250 Cajari",0,0,0,0,0,0,0,0,2,2
"210255 Campestre do Maranhão",6,0,0,0,0,0,0,0,1,7
"210270 Cantanhede",0,0,1,0,0,0,0,0,0,1
"210280 Carolina",1,0,3,0,0,0,0,0,2,6
"210300 Caxias",6,5,14,0,10,0,3,0,11,49
"210315 Centro do Guilherme",0,0,1,0,0,0,0,0,0,1
"210317 Centro Novo do Maranhão",0,0,0,0,0,0,0,0,1,1
"210320 Chapadinha",0,1,2,0,0,0,0,0,6,9
"210325 Cidelândia",1,0,1,0,3,0,0,0,0,5
"210330 Codó",1,1,13,0,1,0,0,0,1,17
"210340 Coelho Neto",2,1,5,0,1,0,0,0,2,11
"210350 Colinas",0,0,11,0,0,0,0,0,3,14
"210355 Conceição do Lago0Açu",0,0,1,0,0,0,0,0,0,1
"210360 Coroatá",1,0,9,0,1,0,0,0,3,14
"210370 Cururupu",1,0,5,0,1,0,0,0,0,7
"210380 Dom Pedro",0,0,3,0,0,0,0,0,0,3
"210390 Duque Bacelar",0,0,1,0,0,0,0,0,0,1
"210400 Esperantinópolis",0,0,5,0,0,0,0,0,0,5
"210405 Estreito",1,0,3,0,1,0,0,0,0,5
"210407 Feira Nova do Maranhão",1,0,1,0,0,0,0,0,0,2
"210408 Fernando Falcão",0,0,1,0,0,0,0,0,1,2
"210409 Formosa da Serra Negra",0,0,1,0,0,0,0,0,0,1
"210410 Fortaleza dos Nogueiras",0,0,5,0,0,0,0,0,0,5
"210420 Fortuna",0,0,1,0,0,0,0,0,0,1
"210440 Gonçalves Dias",0,0,0,0,0,0,0,0,1,1
"210450 Governador Archer",0,0,1,0,0,0,0,0,0,1
"210455 Governador Edison Lobão",2,0,5,0,0,0,0,0,0,7
"210460 Governador Eugênio Barros",0,0,1,0,0,0,0,0,3,4
"210462 Governador Luiz Rocha",0,0,1,0,0,0,0,0,1,2
"210467 Governador Nunes Freire",1,0,8,0,1,0,0,0,1,11
"210480 Grajaú",4,0,18,0,2,1,0,0,0,25
"210500 Humberto de Campos",2,0,0,0,0,0,0,0,0,2
"210510 Icatu",0,0,2,0,1,0,0,0,0,3
"210515 Igarapé do Meio",0,0,1,0,0,0,0,0,1,2
"210520 Igarapé Grande",0,0,4,0,0,0,0,0,1,5
"210530 Imperatriz",58,10,55,0,11,2,1,0,3,140
"210535 Itaipava do Grajaú",0,0,4,0,0,0,0,0,0,4
"210540 Itapecuru Mirim",1,1,3,0,0,0,0,0,3,8
"210542 Itinga do Maranhão",1,0,2,0,0,0,0,0,0,3
"210547 Jenipapo dos Vieiras",1,0,1,0,0,0,0,0,0,2
"210550 João Lisboa",2,1,0,0,0,0,0,0,0,3
"210560 Joselândia",0,0,1,0,0,0,0,0,1,2
"210570 Lago da Pedra",0,0,1,0,0,0,0,0,4,5
"210580 Lago do Junco",0,0,1,0,0,0,0,0,0,1
"210594 Lago dos Rodrigues",0,0,1,0,0,0,0,0,0,1
"210592 Lagoa do Mato",0,0,3,0,0,0,0,0,0,3
"210596 Lagoa Grande do Maranhão",0,0,4,0,0,0,0,0,1,5
"210598 Lajeado Novo",1,0,2,0,0,0,0,0,0,3
"210600 Lima Campos",0,1,2,0,1,0,0,0,1,5
"210610 Loreto",0,0,1,0,1,0,0,0,0,2
"210630 Magalhães de Almeida",0,0,1,0,0,0,0,0,0,1
"210635 Marajá do Sena",0,0,0,0,1,0,0,0,0,1
"210637 Maranhãozinho",0,0,1,0,0,0,0,0,0,1
"210650 Matinha",0,0,3,0,0,0,0,0,0,3
"210663 Matões do Norte",0,0,1,0,0,0,0,0,0,1
"210667 Milagres do Maranhão",0,0,0,0,0,0,0,0,1,1
"210670 Mirador",0,0,2,0,3,0,0,0,0,5
"210675 Miranda do Norte",0,0,2,0,1,0,0,0,1,4
"210680 Mirinzal",0,0,3,0,0,0,0,0,0,3
"210690 Monção",0,0,1,0,0,0,0,0,0,1
"210700 Montes Altos",2,0,3,0,0,0,0,0,0,5
"210710 Morros",0,0,1,0,0,0,0,0,2,3
"210720 Nina Rodrigues",1,0,2,0,0,0,0,0,1,4
"210725 Nova Colinas",0,0,0,0,1,0,0,0,0,1
"210735 Nova Olinda do Maranhão",0,0,0,0,0,0,0,0,1,1
"210750 Paço do Lumiar",0,0,1,0,0,0,0,0,9,10
"210760 Palmeirândia",0,0,2,0,0,0,0,0,0,2
"210770 Paraibano",1,0,5,0,1,0,0,0,1,8
"210780 Parnarama",0,0,1,0,0,0,0,0,1,2
"210790 Passagem Franca",0,0,1,0,0,0,0,0,0,1
"210800 Pastos Bons",1,0,5,0,0,0,0,0,0,6
"210805 Paulino Neves",0,0,2,0,0,0,0,0,1,3
"210820 Pedreiras",1,0,2,0,3,0,0,0,0,6
"210825 Pedro do Rosário",0,0,1,0,0,0,0,0,0,1
"210830 Penalva",0,0,1,1,0,0,0,0,0,2
"210840 Peri Mirim",0,0,1,0,0,0,0,0,0,1
"210845 Peritoró",2,2,5,0,0,0,0,0,0,9
"210850 Pindaré0Mirim",0,0,2,0,0,0,0,0,2,4
"210860 Pinheiro",1,2,26,0,0,1,0,0,1,31
"210870 Pio XII",0,0,0,0,0,0,0,0,2,2
"210890 Poção de Pedras",0,0,2,0,0,0,0,0,0,2
"210900 Porto Franco",0,0,6,0,1,0,0,0,0,7
