"Município","Pedestre","Ciclista","Motociclista","triciclo","automóvel","caminhonete","transp_pesado","ônibus","Outros","Total"
"210745 Olinda Nova do Maranhão",0,0,4,0,0,0,0,0,1,5
"210750 Paço do Lumiar",0,0,1,0,0,0,0,0,5,6
"210760 Palmeirândia",0,0,0,0,1,0,0,0,0,1
"210770 Paraibano",0,0,7,0,1,0,0,0,0,8
"210780 Parnarama",0,0,3,0,0,0,0,0,2,5
"210790 Passagem Franca",1,1,1,0,0,0,0,0,0,3
"210800 Pastos Bons",1,0,5,0,0,0,0,0,0,6
"210820 Pedreiras",1,1,0,0,0,0,0,0,0,2
"210825 Pedro do Rosário",0,0,4,0,0,0,0,0,0,4
"210830 Penalva",0,0,0,0,0,0,0,0,1,1
"210845 Peritoró",2,0,5,0,0,0,1,0,3,11
"210850 Pindaré0Mirim",0,0,4,0,0,0,0,0,1,5
"210860 Pinheiro",7,3,31,0,4,0,0,1,2,48
"210870 Pio XII",0,0,3,0,0,0,0,0,0,3
"210880 Pirapemas",0,0,5,0,0,0,0,0,0,5
"210890 Poção de Pedras",0,0,2,0,0,0,0,0,0,2
"210900 Porto Franco",0,1,4,0,0,0,0,0,0,5
"210905 Porto Rico do Maranhão",0,0,1,0,0,0,0,0,0,1
"210910 Presidente Dutra",5,1,39,0,7,0,0,0,7,59
"210923 Presidente Médici",0,0,1,0,0,0,0,0,0,1
"210945 Raposa",0,0,0,0,1,0,0,0,0,1
"210950 Riachão",1,0,4,0,0,0,0,0,0,5
"210955 Ribamar Fiquene",1,0,1,0,0,0,0,0,1,3
"210960 Rosário",0,0,1,0,0,0,0,0,1,2
"210970 Sambaíba",0,0,1,0,0,0,0,0,1,2
"210975 Santa Filomena do Maranhão",0,0,0,0,1,0,0,0,2,3
"210990 Santa Inês",3,1,16,0,2,0,1,0,0,23
"211000 Santa Luzia",4,0,8,0,2,0,0,0,5,19
"211003 Santa Luzia do Paruá",0,0,3,0,1,0,0,0,1,5
"211010 Santa Quitéria do Maranhão",0,0,3,0,0,0,0,0,0,3
"211020 Santa Rita",0,1,9,0,2,0,0,0,3,15
"211030 Santo Antônio dos Lopes",0,0,3,0,1,0,0,0,0,4
"211040 São Benedito do Rio Preto",1,0,0,0,0,0,0,0,1,2
"211050 São Bento",0,0,6,0,0,0,0,0,0,6
"211060 São Bernardo",0,0,3,0,0,0,0,0,1,4
"211065 São Domingos do Azeitão",0,0,3,0,1,1,0,0,0,5
"211070 São Domingos do Maranhão",1,0,4,0,0,1,0,0,1,7
"211085 São Francisco do Brejão",1,0,1,0,0,0,0,0,0,2
"211090 São Francisco do Maranhão",0,0,2,0,0,0,0,0,0,2
"211100 São João Batista",0,0,1,0,0,0,0,0,0,1
"211102 São João do Carú",0,0,0,0,0,0,0,0,1,1
"211105 São João do Paraíso",0,0,2,0,1,0,0,0,0,3
"211107 São João do Soter",1,0,2,0,0,0,0,0,0,3
"211110 São João dos Patos",0,1,8,0,0,0,1,0,0,10
"211120 São José de Ribamar",1,0,2,0,0,0,0,0,9,12
"211125 São José dos Basílios",0,0,1,0,1,0,0,0,0,2
"211130 São Luís",19,5,28,1,4,0,1,0,136,194
"211140 São Luís Gonzaga do Maranhão",0,0,1,0,0,0,0,0,0,1
"211150 São Mateus do Maranhão",0,2,7,0,2,0,0,0,0,11
"211153 São Pedro da Água Branca",0,0,1,0,0,0,0,0,0,1
"211157 São Pedro dos Crentes",0,0,1,0,0,0,0,0,0,1
"211160 São Raimundo das Mangabeiras",1,0,2,0,1,2,0,0,1,7
"211163 São Raimundo do Doca Bezerra",0,0,1,0,1,0,0,0,0,2
"211170 São Vicente Ferrer",0,0,0,0,1,0,0,0,0,1
"211174 Senador Alexandre Costa",0,0,0,0,0,0,0,0,2,2
"211176 Senador La Rocque",0,0,3,0,1,0,0,0,0,4
"211180 Sítio Novo",1,0,3,0,0,0,0,0,0,4
"211195 Sucupira do Riachão",0,0,1,0,0,0,0,0,0,1
"211200 Tasso Fragoso",0,0,0,1,0,0,1,0,1,3
"211210 Timbiras",2,0,2,0,0,1,0,0,2,7
"211220 Timon",9,3,19,0,2,0,0,0,1,34
"211223 Trizidela do Vale",0,0,4,0,0,0,0,0,0,4
"211227 Tufilândia",1,0,0,0,0,0,0,0,0,1
"211230 Tuntum",0,0,7,0,0,0,0,1,1,9
"211240 Turiaçu",0,0,4,0,0,0,0,0,0,4
"211250 Tutóia",0,0,3,0,0,0,0,0,0,3
"211260 Urbano Santos",0,0,4,0,0,0,0,0,1,5
"211270 Vargem Grande",0,0,4,0,0,0,0,0,1,5
"211280 Viana",1,0,5,0,0,0,0,0,1,7
"211285 Vila Nova dos Martírios",0,0,2,0,0,0,0,0,0,2
"211290 Vitória do Mearim",0,0,3,0,2,0,0,0,7,12
"211300 Vitorino Freire",0,0,0,0,0,2,0,0,1,3
"211400 Zé Doca",2,1,4,1,0,0,0,0,0,8
"220005 Acauã",0,1,1,0,0,0,0,0,0,2
"220010 Agricolândia",0,1,0,0,0,1,0,0,1,3
"220020 Água Branca",0,0,2,0,0,0,0,0,0,2
"220025 Alagoinha do Piauí",0,0,1,0,0,0,0,0,0,1
"220030 Alto Longá",0,0,1,0,0,0,0,0,0,1
"220040 Altos",5,0,0,0,1,0,0,0,3,9
"220045 Alvorada do Gurguéia",1,0,3,0,2,0,0,0,0,6
"220050 Amarante",1,0,3,0,1,0,0,0,0,5
"220060 Angical do Piauí",0,0,2,0,0,0,0,0,0,2
"220070 Anísio de Abreu",0,0,2,0,0,0,0,0,0,2
"220095 Aroeiras do Itaim",0,0,1,0,0,0,0,0,0,1
"220100 Arraial",0,0,3,0,0,0,0,0,0,3
"220110 Avelino Lopes",0,0,3,0,0,0,0,0,0,3
"220115 Baixa Grande do Ribeiro",1,0,1,0,0,0,0,0,0,2
"220117 Barra D'Alcântara",0,0,2,0,0,0,0,0,0,2
"220120 Barras",0,0,4,0,1,0,0,0,0,5
"220130 Barreiras do Piauí",0,0,1,0,0,0,0,0,0,1
"220150 Batalha",1,0,4,0,1,0,0,0,0,6
"220157 Belém do Piauí",0,0,1,0,0,0,0,0,0,1
"220160 Beneditinos",0,0,2,0,0,0,0,0,0,2
"220170 Bertolínia",0,0,1,0,1,0,0,0,1,3
"220177 Boa Hora",0,0,2,0,0,0,0,0,0,2
"220180 Bocaina",1,0,2,0,0,0,0,0,0,3
"220190 Bom Jesus",0,1,3,0,1,1,0,0,0,6
"220191 Bom Princípio do Piauí",0,0,2,0,0,0,0,0,0,2
"220194 Boqueirão do Piauí",1,0,1,0,0,0,0,0,0,2
"220196 Brasileira",1,0,1,0,0,0,0,0,0,2
"220198 Brejo do Piauí",0,0,1,0,0,0,0,0,0,1
"220200 Buriti dos Lopes",0,0,2,0,0,0,0,0,1,3
"220208 Cajueiro da Praia",0,2,0,0,0,0,0,0,0,2
"220209 Caldeirão Grande do Piauí",0,0,1,0,0,0,0,0,0,1
"220210 Campinas do Piauí",0,0,1,0,0,0,0,0,0,1
"220213 Campo Grande do Piauí",0,1,1,0,0,0,0,0,0,2
"220220 Campo Maior",1,2,14,0,3,0,1,0,0,21
"220230 Canto do Buriti",0,1,2,0,6,0,0,0,0,9
"220245 Capitão Gervásio Oliveira",0,0,1,0,0,0,0,0,0,1
"220250 Caracol",0,0,4,0,1,0,0,0,1,6
"220253 Caraúbas do Piauí",0,0,4,0,0,0,0,0,0,4
"220260 Castelo do Piauí",0,0,4,0,0,0,0,0,1,5
"220270 Cocal",0,1,8,0,0,0,0,0,1,10
"220271 Cocal de Telha",0,0,1,0,0,0,0,0,0,1
"220272 Cocal dos Alves",0,0,0,0,0,0,0,0,1,1
"220273 Coivaras",0,0,0,0,1,0,0,0,0,1
"220275 Colônia do Gurguéia",0,0,2,0,0,0,0,0,0,2
"220280 Conceição do Canindé",0,0,1,0,0,0,0,0,0,1
"220290 Corrente",0,0,2,0,2,0,0,1,3,8
"220300 Cristalândia do Piauí",0,0,1,0,0,0,0,0,0,1
"220310 Cristino Castro",0,0,0,0,2,0,0,0,0,2
"220320 Curimatá",0,0,2,0,0,0,0,0,0,2
"220327 Curral Novo do Piauí",0,0,2,0,0,0,0,0,0,2
"220325 Curralinhos",0,0,1,0,0,0,0,0,0,1
"220330 Demerval Lobão",0,0,7,0,3,0,0,0,0,10
"220335 Dirceu Arcoverde",0,0,1,0,0,0,0,0,0,1
"220340 Dom Expedito Lopes",0,0,0,0,1,0,0,0,0,1
"220345 Dom Inocêncio",0,0,2,0,0,0,0,0,0,2
"220342 Domingos Mourão",0,0,1,0,0,0,0,0,0,1
"220350 Elesbão Veloso",0,0,1,0,1,0,0,0,1,3
"220360 Eliseu Martins",0,0,1,0,0,0,0,0,0,1
"220370 Esperantina",1,0,11,0,0,0,0,0,0,12
"220375 Fartura do Piauí",0,0,1,0,0,0,0,0,0,1
"220380 Flores do Piauí",0,0,2,0,0,0,0,0,0,2
"220390 Floriano",4,2,50,0,14,0,0,0,4,74
"220400 Francinópolis",0,0,1,0,0,0,0,0,0,1
"220410 Francisco Ayres",0,0,0,0,1,0,0,0,0,1
"220415 Francisco Macedo",1,0,0,0,0,0,0,0,0,1
"220430 Fronteiras",1,0,2,0,0,0,0,0,0,3
"220435 Geminiano",0,0,1,0,0,0,0,0,0,1
"220440 Gilbués",0,0,0,0,4,0,0,0,0,4
"220450 Guadalupe",0,0,1,0,1,0,0,0,0,2
"220465 Ilha Grande",1,0,0,0,0,0,0,0,0,1
"220470 Inhuma",0,0,3,0,0,0,0,0,0,3
"220490 Isaías Coelho",0,0,1,0,0,0,0,0,0,1
"220510 Itaueira",0,0,0,0,4,0,0,0,2,6
"220515 Jacobina do Piauí",1,0,3,0,1,0,1,0,0,6
"220520 Jaicós",0,0,4,0,4,0,1,0,0,9
"220527 Jatobá do Piauí",0,0,1,0,0,0,1,0,0,2
"220545 Joca Marques",0,0,1,0,0,0,0,0,0,1
"220550 José de Freitas",0,0,7,0,0,0,0,0,0,7
"220553 Jurema",0,0,1,0,0,0,0,0,0,1
"220555 Lagoa Alegre",0,0,1,0,0,0,0,0,0,1
"220556 Lagoa do Barro do Piauí",0,0,2,0,0,0,0,0,0,2
"220558 Lagoa do Piauí",0,0,0,0,1,0,1,0,0,2
"220559 Lagoa do Sítio",0,0,0,0,0,0,0,0,1,1
"220554 Lagoinha do Piauí",0,0,1,0,0,0,0,0,0,1
"220560 Landri Sales",0,0,0,0,1,0,0,0,0,1
"220570 Luís Correia",0,0,3,0,0,0,0,0,0,3
"220580 Luzilândia",0,0,3,0,0,0,0,0,0,3
"220595 Marcolândia",0,0,1,0,0,0,0,0,0,1
"220600 Marcos Parente",0,0,4,0,0,0,0,0,0,4
"220605 Massapê do Piauí",0,0,1,0,0,0,0,0,0,1
"220610 Matias Olímpio",1,0,4,0,0,0,0,0,0,5
"220620 Miguel Alves",1,0,7,0,0,0,0,0,0,8
"220630 Miguel Leão",0,0,0,0,0,0,0,0,1,1
"220640 Monsenhor Gil",1,0,3,0,3,0,0,0,0,7
"220650 Monsenhor Hipólito",1,0,4,0,1,0,0,0,0,6
"220660 Monte Alegre do Piauí",1,1,1,0,0,0,0,0,0,3
"220669 Murici dos Portelas",0,0,1,0,0,0,0,0,0,1
"220672 Nazária",0,0,1,0,0,0,0,0,1,2
"220680 Nossa Senhora dos Remédios",0,0,2,0,0,0,0,0,0,2
"220795 Nova Santa Rita",0,0,1,0,0,0,0,0,0,1
"220695 Novo Santo Antônio",0,0,1,0,0,0,0,0,0,1
"220700 Oeiras",4,0,6,0,4,0,0,0,0,14
"220730 Paes Landim",0,0,0,0,2,0,0,0,0,2
"220740 Palmeira do Piauí",0,0,1,0,0,0,0,0,0,1
"220750 Palmeirais",0,1,1,0,0,0,0,0,0,2
"220755 Paquetá",0,0,0,0,0,0,1,0,0,1
"220770 Parnaíba",13,4,47,0,2,0,0,0,6,72
"220775 Passagem Franca do Piauí",0,0,1,0,0,0,0,0,0,1
"220777 Patos do Piauí",0,0,0,0,0,0,0,0,1,1
"220779 Pau D'Arco do Piauí",0,0,2,0,0,0,0,0,0,2
"220780 Paulistana",0,0,6,0,0,0,1,0,1,8
"220785 Pavussu",0,0,2,0,0,0,0,0,0,2
"220790 Pedro II",0,1,2,0,0,0,0,0,0,3
"220793 Pedro Laurentino",0,0,2,0,0,0,0,0,0,2
"220800 Picos",7,2,32,0,10,0,0,0,1,52
"220810 Pimenteiras",1,0,1,0,0,0,0,0,0,2
"220820 Pio IX",1,0,3,0,0,0,0,0,0,4
"220830 Piracuruca",1,0,5,0,0,0,0,0,1,7
"220840 Piripiri",2,3,10,0,1,0,1,0,0,17
"220850 Porto",0,0,2,0,0,0,0,0,0,2
"220865 Queimada Nova",0,0,1,0,1,0,0,0,0,2
"220870 Redenção do Gurguéia",0,0,1,0,0,0,0,0,0,1
"220880 Regeneração",0,0,2,0,0,0,0,0,0,2
"220885 Riacho Frio",0,0,0,0,1,0,0,0,0,1
"220890 Ribeiro Gonçalves",0,0,1,0,1,0,0,0,0,2
"220900 Rio Grande do Piauí",0,0,1,0,0,0,0,0,0,1
"220915 Santa Cruz dos Milagres",0,0,1,0,0,0,0,0,0,1
"220920 Santa Filomena",0,0,1,0,2,0,0,1,1,5
"220930 Santa Luz",0,0,3,0,0,0,2,0,0,5
"220937 Santa Rosa do Piauí",0,0,2,0,0,0,0,0,0,2
"220940 Santo Antônio de Lisboa",0,0,1,0,0,0,0,0,0,1
"220950 Santo Inácio do Piauí",0,0,1,0,0,0,0,0,0,1
"220970 São Francisco do Piauí",0,0,0,0,1,0,1,0,0,2
"220987 São João da Fronteira",0,0,3,0,0,0,0,0,0,3
"221000 São João do Piauí",0,0,2,0,0,0,0,0,0,2
"221005 São José do Divino",0,0,2,0,0,0,0,0,0,2
"221010 São José do Peixe",0,0,1,0,0,0,0,0,0,1
"221030 São Julião",0,0,0,0,0,0,0,0,1,1
"221035 São Lourenço do Piauí",0,0,1,0,0,0,0,0,1,2
"221037 São Luis do Piauí",0,0,1,0,0,0,0,0,0,1
"221038 São Miguel da Baixa Grande",0,0,2,0,0,0,0,0,0,2
"221039 São Miguel do Fidalgo",0,0,1,0,0,0,0,0,0,1
"221040 São Miguel do Tapuio",0,0,2,0,0,0,0,0,0,2
"221050 São Pedro do Piauí",1,0,0,0,0,0,0,0,0,1
"221060 São Raimundo Nonato",1,0,10,0,1,1,0,0,2,15
"221063 Sebastião Leal",0,0,1,0,0,0,0,0,0,1
"221065 Sigefredo Pacheco",0,0,1,0,1,0,0,0,0,2
"221070 Simões",0,0,3,0,0,0,0,0,4,7
"221080 Simplício Mendes",0,0,2,0,1,1,0,0,0,4
"221093 Sussuapara",1,0,4,0,0,0,0,0,0,5
"221097 Tanque do Piauí",0,0,1,0,0,0,0,0,0,1
"221100 Teresina",46,14,196,0,12,0,0,1,42,311
"221110 União",1,0,7,0,0,0,0,0,1,9
"221120 Uruçuí",0,0,4,0,1,0,1,0,0,6
"221130 Valença do Piauí",1,0,4,0,0,0,0,0,0,5
"221140 Várzea Grande",0,0,2,0,0,0,0,0,0,2
"221150 Vera Mendes",0,0,2,0,0,0,0,0,0,2
"221170 Wall Ferraz",0,0,1,0,0,0,0,0,0,1
"230020 Acaraú",2,2,15,0,1,0,0,0,0,20
"230030 Acopiara",2,1,8,0,2,0,0,0,1,14
"230040 Aiuaba",0,0,2,0,0,0,2,0,0,4
"230050 Alcântaras",0,0,2,0,0,0,0,0,0,2
"230070 Alto Santo",0,0,3,0,1,0,0,0,2,6
"230075 Amontada",0,0,0,0,0,0,0,0,10,10
"230080 Antonina do Norte",0,0,0,0,1,0,0,0,0,1
"230090 Apuiarés",0,0,0,0,0,0,0,0,2,2
"230100 Aquiraz",4,0,4,0,0,0,0,0,0,8
"230110 Aracati",1,1,3,0,0,0,0,0,1,6
"230120 Aracoiaba",0,0,0,0,0,0,0,0,4,4
"230125 Ararendá",0,0,3,0,0,0,0,0,0,3
"230130 Araripe",0,0,1,0,0,0,0,0,0,1
"230140 Aratuba",0,0,1,0,0,0,0,0,0,1
"230150 Arneiroz",0,0,3,0,0,0,1,0,0,4
"230170 Aurora",0,0,2,0,0,0,0,0,0,2
"230180 Baixio",0,0,0,0,1,0,0,0,0,1
"230185 Banabuiú",0,0,0,0,0,0,0,0,1,1
"230190 Barbalha",2,0,9,0,1,0,1,0,0,13
"230195 Barreira",1,0,1,0,0,0,0,0,0,2
"230200 Barro",0,0,1,0,0,0,0,0,1,2
"230210 Baturité",0,0,0,0,0,0,0,0,3,3
"230220 Beberibe",0,0,4,0,0,0,0,0,0,4
"230230 Bela Cruz",1,2,3,0,0,0,0,0,0,6
"230240 Boa Viagem",0,0,0,0,0,0,0,0,11,11
"230250 Brejo Santo",2,0,6,0,1,0,0,0,1,10
"230260 Camocim",0,0,1,0,0,0,0,0,3,4
"230270 Campos Sales",1,0,0,0,0,0,0,0,0,1
"230280 Canindé",0,0,0,0,1,0,0,0,16,17
"230290 Capistrano",0,0,1,0,0,0,0,0,5,6
"230300 Caridade",0,0,0,0,0,0,0,0,2,2
"230310 Cariré",0,0,1,0,0,0,0,0,2,3
"230320 Caririaçu",0,0,1,0,1,0,0,2,0,4
"230330 Cariús",0,0,3,0,1,0,0,0,0,4
"230340 Carnaubal",0,0,3,0,0,0,0,0,1,4
"230350 Cascavel",1,0,1,0,1,0,0,0,1,4
"230360 Catarina",1,0,1,0,0,0,0,0,0,2
"230365 Catunda",0,0,0,0,0,0,0,0,3,3
"230370 Caucaia",6,0,13,0,13,0,1,0,2,35
"230380 Cedro",0,0,0,0,4,0,0,0,0,4
"230390 Chaval",1,1,0,0,0,0,0,0,1,3
"230395 Chorozinho",0,0,0,0,3,0,0,0,0,3
"230400 Coreaú",1,0,1,0,0,0,0,0,0,2
"230410 Crateús",1,0,12,0,4,0,0,0,1,18
"230420 Crato",1,0,5,0,0,0,0,0,0,6
"230423 Croatá",1,3,5,0,0,0,0,0,0,9
"230425 Cruz",2,0,5,0,1,0,1,0,0,9
"230426 Deputado Irapuan Pinheiro",0,0,0,0,0,0,0,0,2,2
"230427 Ererê",0,0,1,0,0,0,0,0,0,1
"230428 Eusébio",3,0,1,0,1,0,0,1,0,6
"230430 Farias Brito",0,0,1,0,0,0,0,0,0,1
"230435 Forquilha",2,0,2,0,0,0,0,1,0,5
"230440 Fortaleza",115,19,153,0,27,0,1,0,3,318
"230445 Fortim",1,0,0,0,0,0,0,0,1,2
"230450 Frecheirinha",0,0,0,0,1,0,0,0,0,1
"230460 General Sampaio",0,0,0,0,0,0,0,0,1,1
"230465 Graça",0,1,0,0,0,0,0,0,0,1
"230470 Granja",2,2,4,0,2,1,0,0,0,11
"230495 Guaiúba",0,0,1,0,1,0,0,0,0,2
"230500 Guaraciaba do Norte",2,0,3,0,0,0,0,0,4,9
"230520 Hidrolândia",0,0,1,0,0,0,0,0,3,4
"230523 Horizonte",2,0,2,0,1,0,0,0,0,5
"230526 Ibaretama",0,0,0,0,0,0,0,0,2,2
"230530 Ibiapina",0,1,4,0,0,0,0,0,0,5
"230535 Icapuí",0,0,2,0,0,0,0,0,3,5
"230540 Icó",0,0,2,0,12,1,0,0,0,15
"230550 Iguatu",4,5,16,0,6,1,0,0,0,32
"230560 Independência",0,0,5,0,3,0,0,0,1,9
"230565 Ipaporanga",0,0,4,0,0,0,0,0,0,4
"230570 Ipaumirim",0,0,1,0,1,0,0,0,0,2
"230580 Ipu",2,0,6,0,0,0,0,0,1,9
"230590 Ipueiras",1,1,4,0,0,0,3,0,1,10
"230600 Iracema",0,0,2,0,0,0,0,0,1,3
"230610 Irauçuba",0,0,2,0,0,0,0,0,6,8
"230620 Itaiçaba",0,0,2,0,0,0,0,0,0,2
"230625 Itaitinga",0,0,1,0,1,0,0,0,0,2
"230630 Itapagé",1,0,6,0,0,0,0,0,0,7
"230640 Itapipoca",2,0,14,0,6,0,0,0,2,24
"230650 Itapiúna",0,0,1,0,0,0,0,0,0,1
"230655 Itarema",0,0,1,0,0,0,0,0,3,4
"230660 Itatira",0,0,0,0,0,0,0,0,2,2
"230670 Jaguaretama",1,0,2,0,0,0,0,0,3,6
"230680 Jaguaribara",0,0,0,0,0,0,0,0,1,1
"230690 Jaguaribe",0,0,2,0,9,0,0,0,1,12
"230700 Jaguaruana",0,1,6,0,0,0,0,0,0,7
"230710 Jardim",1,0,0,0,0,0,0,0,0,1
"230720 Jati",1,0,0,0,0,0,0,0,0,1
"230725 Jijoca de Jericoacoara",1,0,1,0,0,0,0,0,2,4
"230730 Juazeiro do Norte",22,3,44,0,4,0,0,0,4,77
"230740 Jucás",1,0,0,0,4,1,0,0,0,6
"230760 Limoeiro do Norte",1,1,2,0,1,0,0,0,10,15
"230763 Madalena",0,0,0,0,0,0,0,0,2,2
"230765 Maracanaú",5,0,10,0,1,0,0,0,0,16
"230770 Maranguape",3,1,4,0,1,0,0,0,0,9
"230780 Marco",0,0,4,0,1,0,0,0,0,5
"230790 Martinópole",0,0,0,0,0,0,0,0,1,1
"230800 Massapê",0,0,9,0,0,0,0,0,0,9
"230810 Mauriti",0,0,2,0,0,0,0,0,0,2
"230820 Meruoca",0,0,1,0,1,0,0,0,0,2
"230830 Milagres",0,0,1,0,0,0,0,0,0,1
"230835 Milhã",1,0,0,0,1,0,0,0,2,4
"230837 Miraíma",0,0,0,0,0,0,0,0,3,3
"230840 Missão Velha",0,0,1,0,0,0,0,0,0,1
"230850 Mombaça",1,0,1,0,1,0,1,0,2,6
"230860 Monsenhor Tabosa",0,0,0,0,0,0,0,0,1,1
"230870 Morada Nova",3,1,11,0,6,0,0,0,2,23
"230880 Moraújo",0,1,0,0,0,0,0,0,0,1
"230890 Morrinhos",0,0,1,1,0,0,0,0,3,5
"230900 Mucambo",0,0,1,0,0,0,0,0,0,1
"230910 Mulungu",0,0,0,0,0,0,0,0,1,1
"230920 Nova Olinda",0,0,2,0,0,0,0,0,0,2
"230930 Nova Russas",0,0,4,0,1,0,0,0,1,6
"230940 Novo Oriente",0,0,3,0,0,0,0,0,1,4
"230945 Ocara",0,0,3,0,0,0,0,0,0,3
"230950 Orós",0,0,2,0,3,0,0,0,0,5
"230960 Pacajus",0,1,3,0,2,0,0,0,0,6
"230970 Pacatuba",0,0,2,0,0,0,0,0,0,2
"230990 Pacujá",0,0,1,0,0,0,0,0,0,1
"231000 Palhano",0,0,2,0,0,0,0,0,0,2
"231010 Palmácia",1,0,0,0,0,0,0,0,0,1
"231020 Paracuru",0,0,2,0,0,0,0,0,0,2
"231025 Paraipaba",1,0,0,0,0,0,0,0,0,1
"231030 Parambu",0,0,5,0,0,0,0,0,1,6
"231040 Paramoti",0,0,0,0,0,0,0,0,4,4
"231050 Pedra Branca",1,1,1,0,2,0,0,0,4,9
"231070 Pentecoste",1,0,2,0,0,0,0,0,0,3
"231080 Pereiro",0,0,1,0,5,0,0,0,0,6
"231085 Pindoretama",2,0,0,0,0,0,0,0,0,2
"231090 Piquet Carneiro",0,0,3,0,0,0,0,0,1,4
"231095 Pires Ferreira",0,0,1,0,1,0,0,0,0,2
"231100 Poranga",0,0,4,0,0,0,0,0,0,4
"231110 Porteiras",0,0,3,0,0,0,0,0,0,3
"231123 Potiretama",0,0,0,0,0,0,0,0,2,2
"231126 Quiterianópolis",1,0,3,0,0,0,0,0,0,4
"231130 Quixadá",0,0,1,0,0,0,0,0,10,11
"231135 Quixelô",0,1,5,0,0,0,0,0,0,6
"231140 Quixeramobim",0,0,1,0,1,0,0,1,7,10
"231150 Quixeré",0,0,0,0,0,0,1,0,0,1
"231170 Reriutaba",1,0,1,0,0,0,0,0,0,2
"231180 Russas",1,2,14,0,0,0,0,0,3,20
"231190 Saboeiro",0,0,0,0,5,0,0,0,0,5
"231195 Salitre",0,0,1,0,0,0,0,0,0,1
"231220 Santa Quitéria",0,0,1,0,0,0,0,0,5,6
"231200 Santana do Acaraú",0,0,3,0,0,0,0,0,1,4
"231210 Santana do Cariri",0,0,3,0,0,0,0,0,0,3
"231230 São Benedito",2,0,15,0,2,0,0,0,0,19
"231240 São Gonçalo do Amarante",3,1,3,0,2,0,0,0,0,9
"231250 São João do Jaguaribe",0,0,2,0,0,0,0,0,0,2
"231260 São Luís do Curu",0,0,1,0,2,0,0,0,0,3
"231270 Senador Pompeu",0,0,0,0,1,0,0,0,5,6
"231280 Senador Sá",1,0,0,0,0,0,0,0,0,1
"231290 Sobral",29,16,159,0,21,0,0,0,23,248
"231300 Solonópole",1,0,1,0,0,1,0,0,5,8
"231310 Tabuleiro do Norte",1,0,4,0,1,0,0,0,2,8
"231320 Tamboril",0,0,0,0,0,0,0,0,5,5
"231330 Tauá",2,1,18,0,2,1,0,0,0,24
"231335 Tejuçuoca",0,0,0,0,1,0,0,0,5,6
"231340 Tianguá",3,1,7,0,2,0,0,0,4,17
"231350 Trairi",1,0,3,0,1,0,0,0,0,5
"231355 Tururu",0,0,2,0,1,0,0,0,0,3
"231360 Ubajara",0,0,2,0,0,0,0,0,0,2
"231370 Umari",0,0,0,0,4,0,0,0,0,4
"231375 Umirim",0,0,3,0,1,0,0,0,0,4
"231380 Uruburetama",1,0,0,0,0,0,0,0,0,1
"231390 Uruoca",0,0,2,0,0,0,0,0,0,2
"231395 Varjota",0,0,2,0,0,0,0,0,0,2
"231400 Várzea Alegre",1,0,0,0,7,1,0,0,0,9
"231410 Viçosa do Ceará",0,1,8,0,0,1,1,0,0,11
"240010 Acari",0,0,1,0,0,0,0,0,0,1
"240020 Açu",1,0,2,0,0,0,0,0,1,4
"240050 Alexandria",0,0,0,0,0,0,0,0,3,3
"240080 Angicos",1,0,0,0,1,0,0,0,0,2
"240090 Antônio Martins",0,0,0,0,0,0,0,0,1,1
"240100 Apodi",0,0,3,0,5,0,0,0,1,9
"240110 Areia Branca",2,0,1,0,1,0,0,0,2,6
"240120 Arês",1,0,1,0,0,0,0,0,0,2
"240130 Augusto Severo",0,0,1,0,1,0,0,0,0,2
"240140 Baía Formosa",0,0,1,0,0,0,0,0,0,1
"240145 Baraúna",1,0,5,0,2,0,0,0,0,8
"240180 Brejinho",2,0,1,0,0,0,0,0,0,3
"240200 Caicó",0,1,3,0,2,1,0,0,0,7
"240210 Campo Redondo",0,0,0,0,0,0,0,0,1,1
"240220 Canguaretama",1,1,2,0,1,0,0,0,1,6
"240230 Caraúbas",0,0,1,0,2,0,0,0,0,3
"240240 Carnaúba dos Dantas",0,0,3,0,0,0,0,0,0,3
"240250 Carnaubais",1,0,0,0,0,0,0,0,1,2
"240260 Ceará0Mirim",0,2,4,0,2,0,0,0,2,10
"240270 Cerro Corá",0,0,3,0,1,0,0,1,0,5
"240280 Coronel Ezequiel",1,0,1,0,0,0,0,0,2,4
"240300 Cruzeta",1,0,2,0,0,0,0,0,0,3
"240310 Currais Novos",0,0,4,0,0,0,0,0,0,4
"240340 Equador",0,0,1,0,0,0,0,0,0,1
"240350 Espírito Santo",1,0,0,0,0,0,0,0,0,1
"240360 Extremoz",0,0,3,0,0,0,0,0,2,5
"240400 Frutuoso Gomes",1,0,1,0,0,0,0,0,0,2
"240420 Goianinha",1,0,1,0,1,0,1,0,1,5
"240430 Governador Dix0Sept Rosado",0,0,1,0,2,0,0,0,0,3
"240450 Guamaré",0,0,1,0,1,0,0,0,0,2
"240470 Ipanguaçu",0,0,1,0,0,0,0,0,0,1
"240485 Itajá",0,0,0,0,3,0,0,0,0,3
"240490 Itaú",0,0,2,0,0,0,0,0,0,2
"240510 Jandaíra",0,0,0,0,0,0,0,0,3,3
"240550 Jardim de Angicos",0,0,1,0,0,0,0,0,0,1
"240560 Jardim de Piranhas",0,0,1,0,0,0,0,0,0,1
"240580 João Câmara",0,0,1,0,7,0,0,0,3,11
"240610 Jucurutu",0,0,1,0,0,0,0,0,0,1
